num_acc,mois,jour,lum,agg,int,atm,col,com,dep,hr,mn,catv,choc,manv,num_veh,place,catu,grav,sexe,trajet,an_nais,annee,catr,circ,nbv,prof,plan,lartpc,larrout,surf,situ
200800048059,6,18,1,1,1,1.0,5.0,373,770,0,0,7,1.0,1.0,E01,1,1,1,2,1.0,1962,2008,3,2.0,2,2.0,2.0,0,0,1.0,1.0
201300038887,12,19,1,2,1,2.0,2.0,12,920,0,0,30,2.0,21.0,A01,1,1,1,2,5.0,1996,2013,4,1.0,2,1.0,1.0,0,0,2.0,1.0
201000033112,12,24,1,2,1,8.0,1.0,218,420,0,0,10,3.0,1.0,B01,2,2,1,1,1.0,1991,2010,4,2.0,2,2.0,2.0,0,60,7.0,1.0
201100052800,7,30,1,2,2,1.0,7.0,381,690,0,0,2,8.0,1.0,A01,1,1,1,1,4.0,1980,2011,4,1.0,1,2.0,2.0,0,0,1.0,1.0
200500020745,4,3,1,2,1,1.0,6.0,15,750,0,0,2,1.0,1.0,A01,0,3,1,1,5.0,1977,2005,4,1.0,2,1.0,1.0,0,60,1.0,1.0
200800060639,10,21,1,2,1,2.0,6.0,59,940,0,0,7,1.0,0.0,A01,0,3,1,2,2.0,1999,2008,3,2.0,1,1.0,0.0,0,0,2.0,0.0
200700021368,4,7,5,2,1,1.0,3.0,555,310,0,0,7,9.0,1.0,B01,4,2,1,2,0.0,1986,2007,4,2.0,3,1.0,1.0,0,82,1.0,1.0
201600037479,6,16,5,2,1,1.0,6.0,12,920,0,0,30,0.0,1.0,A01,1,1,1,2,5.0,2000,2016,3,2.0,0,1.0,1.0,0,0,1.0,1.0
201500024685,8,3,1,2,3,1.0,2.0,301,340,0,0,7,6.0,2.0,B01,1,1,1,1,5.0,1990,2015,4,2.0,3,1.0,1.0,0,0,1.0,1.0
201900006210,2,10,1,2,1,2.0,3.0,94028,94,0,0,50,1.0,19.0,A01,1,1,1,1,1.0,1992,2019,4,2.0,2,1.0,1.0,0,0,2.0,1.0
201800010504,5,1,2,2,2,1.0,3.0,168,240,0,0,7,1.0,19.0,A01,1,1,1,1,5.0,1993,2018,2,2.0,2,1.0,1.0,0,0,1.0,1.0
200500001928,1,26,1,2,1,1.0,3.0,116,340,0,0,7,8.0,15.0,A01,1,1,1,1,1.0,1954,2005,4,2.0,2,1.0,1.0,0,60,1.0,1.0
200500029907,5,5,1,2,2,1.0,4.0,4,750,0,0,7,4.0,1.0,C01,1,1,1,1,4.0,1979,2005,4,1.0,4,1.0,1.0,0,120,1.0,1.0
201300037639,10,10,1,2,3,1.0,1.0,10,900,0,0,1,1.0,15.0,B01,1,1,1,1,4.0,1958,2013,4,2.0,2,1.0,0.0,0,60,2.0,1.0
200600033553,6,10,5,2,5,1.0,2.0,63,330,0,0,7,6.0,1.0,A01,4,2,1,1,0.0,1983,2006,4,3.0,4,1.0,1.0,0,135,1.0,1.0
201500058125,3,26,1,1,1,1.0,2.0,409,974,0,0,13,4.0,1.0,B01,1,1,1,1,0.0,1970,2015,3,2.0,1,1.0,1.0,0,0,1.0,1.0
201800005785,9,11,5,2,1,1.0,6.0,88,60,0,0,7,1.0,1.0,A01,1,1,1,1,0.0,1996,2018,4,2.0,4,1.0,1.0,0,0,1.0,3.0
200900007990,1,16,1,2,7,1.0,6.0,287,400,0,0,7,8.0,1.0,A01,1,1,1,2,2.0,1959,2009,4,2.0,2,1.0,1.0,0,50,1.0,4.0
201000066575,11,27,5,2,2,1.0,1.0,106,750,0,0,32,1.0,15.0,A01,2,2,1,1,5.0,1988,2010,4,2.0,2,1.0,1.0,0,95,1.0,1.0
201200012725,2,3,3,1,1,4.0,2.0,750,620,0,0,7,1.0,1.0,B02,1,1,1,1,0.0,1972,2012,1,3.0,2,0.0,1.0,30,95,5.0,1.0
201600050194,3,15,1,1,1,1.0,4.0,256,690,0,0,7,4.0,23.0,C01,1,1,1,1,4.0,1989,2016,2,1.0,2,1.0,1.0,10,70,1.0,1.0
201800032401,3,23,1,2,1,1.0,1.0,266,690,0,0,1,1.0,5.0,B01,1,1,1,1,5.0,1948,2018,4,2.0,3,1.0,1.0,0,0,1.0,1.0
200500007551,2,24,1,2,2,1.0,3.0,189,300,0,0,7,3.0,2.0,B01,1,1,1,2,1.0,1972,2005,3,2.0,2,1.0,1.0,0,78,1.0,1.0
201500052173,6,6,1,2,1,1.0,6.0,110,750,0,0,7,1.0,1.0,A01,1,1,1,1,5.0,1979,2015,4,1.0,1,1.0,1.0,0,30,1.0,1.0
201400024882,12,11,5,2,3,1.0,2.0,63,330,0,0,1,0.0,0.0,B01,2,2,1,2,5.0,2000,2014,4,3.0,7,1.0,1.0,0,70,2.0,1.0
200900074590,4,2,1,1,1,1.0,3.0,13,971,0,0,7,1.0,5.0,A01,1,1,1,2,5.0,1983,2009,3,2.0,1,1.0,2.0,0,0,1.0,1.0
201000054147,1,20,1,2,3,2.0,7.0,18,950,0,0,10,0.0,15.0,A01,1,1,1,1,4.0,1968,2010,4,2.0,2,1.0,1.0,0,75,2.0,0.0
200700051571,8,23,1,1,1,1.0,6.0,277,950,0,0,7,2.0,14.0,A01,2,2,1,2,0.0,1976,2007,1,3.0,2,3.0,2.0,15,70,1.0,1.0
201500035285,5,13,1,1,1,1.0,6.0,137,830,0,0,32,1.0,1.0,A01,1,1,1,1,0.0,1949,2015,4,1.0,1,1.0,1.0,0,40,1.0,1.0
200900058369,12,6,5,2,1,1.0,2.0,55,130,0,0,7,1.0,2.0,A01,4,2,1,2,5.0,1988,2009,3,2.0,2,1.0,1.0,0,100,1.0,1.0
201500054296,10,14,1,2,2,1.0,3.0,116,750,0,0,7,3.0,13.0,A01,1,1,1,1,5.0,1973,2015,4,1.0,2,1.0,1.0,0,0,1.0,1.0
200900053794,8,27,1,2,1,1.0,6.0,4,920,0,0,1,0.0,1.0,A01,0,3,1,2,5.0,1957,2009,4,1.0,1,1.0,1.0,0,55,1.0,1.0
200700042748,7,7,2,2,1,1.0,7.0,13,320,0,0,30,7.0,2.0,A01,1,1,1,1,5.0,1953,2007,4,1.0,3,2.0,3.0,0,108,1.0,1.0
201200011811,11,7,5,2,1,1.0,2.0,88,60,0,0,2,1.0,2.0,A01,1,1,1,1,5.0,1988,2012,4,1.0,2,1.0,1.0,0,0,1.0,1.0
201000034458,9,18,1,2,1,1.0,7.0,7,490,0,0,7,1.0,1.0,A01,1,1,1,2,9.0,1982,2010,4,2.0,2,1.0,1.0,0,65,1.0,1.0
201100054648,10,31,1,1,1,1.0,3.0,116,750,0,0,7,8.0,1.0,B01,1,1,1,1,5.0,1947,2011,1,3.0,3,1.0,1.0,15,105,1.0,1.0
201800034522,6,7,1,2,1,1.0,6.0,514,770,0,0,7,3.0,0.0,A01,0,3,1,1,5.0,2001,2018,4,1.0,1,1.0,1.0,0,0,1.0,3.0
201100012929,7,13,1,1,1,3.0,1.0,317,300,0,0,7,2.0,1.0,A01,1,1,1,1,1.0,1957,2011,3,2.0,2,1.0,1.0,0,60,2.0,1.0
200500016400,3,12,5,2,3,1.0,6.0,12,750,0,0,7,1.0,1.0,A01,0,3,1,1,5.0,1954,2005,4,2.0,2,1.0,1.0,0,60,2.0,1.0
201700028466,9,3,1,2,1,2.0,4.0,114,440,0,0,7,4.0,1.0,A01,1,1,1,1,5.0,1991,2017,1,3.0,3,1.0,1.0,0,0,2.0,1.0
200500078661,12,3,5,2,2,1.0,3.0,430,630,0,0,1,1.0,1.0,A01,2,2,1,1,0.0,1989,2005,2,2.0,0,2.0,3.0,0,81,1.0,1.0
201300005095,12,31,3,1,1,1.0,6.0,39,420,0,0,7,1.0,1.0,A01,5,2,1,2,0.0,1994,2013,3,0.0,2,2.0,3.0,0,0,0.0,1.0
201000006720,6,19,5,2,1,8.0,3.0,145,810,0,0,30,1.0,1.0,B02,1,1,1,1,5.0,1993,2010,9,2.0,0,1.0,1.0,0,0,2.0,1.0
201500015420,2,27,5,2,1,1.0,6.0,55,130,0,0,7,1.0,1.0,C01,1,1,1,1,9.0,1983,2015,4,3.0,4,1.0,1.0,0,0,1.0,1.0
201100033915,10,3,1,2,1,1.0,6.0,395,540,0,0,7,4.0,23.0,B01,1,1,1,1,0.0,1962,2011,4,2.0,2,2.0,1.0,0,100,1.0,1.0
201800033531,9,8,5,2,1,1.0,5.0,12,740,0,0,7,8.0,17.0,A01,2,2,1,1,5.0,1999,2018,3,2.0,2,2.0,1.0,0,0,1.0,3.0
201700046578,4,29,2,1,1,1.0,2.0,28,940,0,0,7,4.0,1.0,A01,1,1,1,1,4.0,1978,2017,1,3.0,4,1.0,1.0,30,140,0.0,1.0
201300048976,6,16,2,2,2,6.0,3.0,387,690,0,0,7,1.0,1.0,B01,1,1,1,2,5.0,1991,2013,4,1.0,1,1.0,1.0,0,0,1.0,1.0
201400021119,3,11,1,2,1,1.0,2.0,56,250,0,0,7,6.0,2.0,B01,1,1,1,1,4.0,1960,2014,3,1.0,2,1.0,1.0,0,0,1.0,1.0
200800061379,10,17,1,1,1,1.0,2.0,106,130,0,0,7,4.0,2.0,A01,2,2,1,2,0.0,2007,2008,1,1.0,3,1.0,1.0,0,105,1.0,1.0
200600011781,3,4,5,2,3,4.0,3.0,33,180,0,0,7,8.0,15.0,B01,1,2,1,1,0.0,1994,2006,4,2.0,2,1.0,1.0,0,0,5.0,1.0
201200030529,9,20,2,2,1,1.0,3.0,261,540,0,0,7,8.0,20.0,A01,1,1,1,2,5.0,1948,2012,4,2.0,2,1.0,0.0,0,0,1.0,1.0
201800014503,11,19,1,2,1,8.0,2.0,304,10,0,0,33,1.0,1.0,A01,1,1,1,1,4.0,1967,2018,3,2.0,2,1.0,1.0,0,0,1.0,1.0
201700042425,9,12,1,2,9,3.0,3.0,46,930,0,0,7,1.0,1.0,A01,2,2,1,2,5.0,1987,2017,4,2.0,1,1.0,1.0,0,0,2.0,1.0
201000062005,4,9,1,2,2,1.0,3.0,110,750,0,0,32,2.0,1.0,B01,1,1,1,2,0.0,1964,2010,4,1.0,0,1.0,1.0,0,0,1.0,1.0
201300043725,11,12,5,2,1,2.0,3.0,16,940,0,0,10,2.0,22.0,A01,1,1,1,1,0.0,1972,2013,4,2.0,2,1.0,1.0,0,0,2.0,1.0
201400039297,9,11,1,2,1,1.0,7.0,12,920,0,0,32,0.0,1.0,A01,1,1,1,2,5.0,1962,2014,4,2.0,2,1.0,1.0,0,0,1.0,1.0
200600072627,11,17,3,1,1,2.0,7.0,41,300,0,0,7,0.0,13.0,A01,2,2,1,1,0.0,1983,2006,3,2.0,2,0.0,1.0,70,0,2.0,1.0
200800021498,4,16,3,2,3,1.0,3.0,18,950,0,0,33,1.0,1.0,A01,1,1,1,1,9.0,1987,2008,4,1.0,1,1.0,1.0,0,45,1.0,1.0
201800040166,2,15,5,2,1,2.0,2.0,46,930,0,0,7,6.0,20.0,A01,1,1,1,2,9.0,1993,2018,4,0.0,2,1.0,1.0,0,60,2.0,3.0
200800071703,12,24,1,2,1,1.0,3.0,162,560,0,0,7,1.0,15.0,A01,1,1,1,1,4.0,1963,2008,9,2.0,2,1.0,1.0,0,0,1.0,1.0
201100046645,7,31,5,2,3,1.0,3.0,49,920,0,0,7,3.0,1.0,A01,1,1,1,2,9.0,1989,2011,3,2.0,0,1.0,1.0,0,0,1.0,1.0
201300011578,10,20,1,1,1,1.0,6.0,99,510,0,0,7,3.0,0.0,A01,2,2,1,2,5.0,1996,2013,1,3.0,4,1.0,1.0,30,140,1.0,1.0
200700004296,1,18,5,2,3,8.0,3.0,16,750,0,0,18,8.0,1.0,B01,3,2,1,1,0.0,1985,2007,4,2.0,2,1.0,1.0,0,60,2.0,1.0
201000022734,1,6,5,2,1,1.0,2.0,205,130,0,0,7,5.0,2.0,B01,1,1,1,2,0.0,1967,2010,4,3.0,6,1.0,1.0,0,150,1.0,1.0
200800060769,10,10,1,2,2,1.0,3.0,68,940,0,0,7,2.0,1.0,A01,1,1,1,1,1.0,1975,2008,4,1.0,1,1.0,1.0,0,50,1.0,1.0
200500068170,10,22,5,2,2,3.0,6.0,9,750,0,0,4,1.0,1.0,A01,0,3,1,1,5.0,1969,2005,4,1.0,2,1.0,1.0,0,60,2.0,1.0
201600015265,8,4,1,2,1,1.0,3.0,55,130,0,0,32,7.0,16.0,B01,1,1,1,1,9.0,1985,2016,3,3.0,6,1.0,1.0,0,180,1.0,1.0
200900028511,3,17,1,2,1,1.0,2.0,201,910,0,0,7,4.0,23.0,B01,1,1,1,2,0.0,1980,2009,4,2.0,1,1.0,1.0,0,50,1.0,1.0
200700001059,1,3,4,1,1,1.0,2.0,324,260,0,0,7,7.0,2.0,B02,1,1,1,1,5.0,1952,2007,1,3.0,3,1.0,1.0,20,105,9.0,1.0
200700076285,8,1,1,1,1,1.0,3.0,63,920,0,0,33,7.0,0.0,A01,1,1,1,1,9.0,1982,2007,1,3.0,2,0.0,1.0,20,70,1.0,1.0
200700058242,9,12,1,2,4,1.0,3.0,8,930,0,0,7,2.0,12.0,A01,1,1,1,1,0.0,1942,2007,2,1.0,2,1.0,3.0,0,100,1.0,1.0
200500085719,6,25,3,1,1,1.0,6.0,414,974,0,0,7,3.0,13.0,A01,1,1,1,1,9.0,1985,2005,2,2.0,2,2.0,0.0,0,90,1.0,1.0
